Wind speed (m/s)            Rotor induction (-)     Rotor Aero Cp (-)         Rotor Aero Ct (-)
3.000000000000000000e+00 3.805592337672182301e-01 1.200824270678124417e-01 8.565760518244929234e-01
4.272046072021934648e+00 2.960922507463873976e-01 3.924007602016186258e-01 7.911872775382519096e-01
5.304031475548528718e+00 2.914195297836304488e-01 4.457895403656773059e-01 7.897054611057964246e-01
6.080106111341955000e+00 2.857562185590045156e-01 4.581336282101169943e-01 7.765502909402020038e-01
6.588350372834852919e+00 2.800063078375504833e-01 4.604087835513070992e-01 7.640984908156930322e-01
6.820958217466749574e+00 2.706658673139039073e-01 4.599901929551764024e-01 7.473519694835657479e-01
6.867559376486634726e+00 2.706658673139039073e-01 4.599901929551765134e-01 7.473519694835655258e-01
7.192653799388590841e+00 2.706658673139040738e-01 4.599901929551764579e-01 7.473519694835659699e-01
7.791248412775406251e+00 2.706658673139039628e-01 4.599901929551765134e-01 7.473519694835658589e-01
8.654149497440400296e+00 2.706658673139039628e-01 4.599901929551765689e-01 7.473519694835659699e-01
9.768103893234572510e+00 2.097669676652739179e-01 4.284751063053034992e-01 6.236122379702276897e-01
1.111600255223978095e+01 1.545134111024959456e-01 3.600351422422687908e-01 4.815414318741735311e-01
1.226648446657288005e+01 1.249049045009787695e-01 3.096604807611134103e-01 3.954530637114385683e-01
1.267714331390728333e+01 1.105466461231927322e-01 2.805310336333861065e-01 3.516123871152046498e-01
1.442754886624011945e+01 7.205926195609341223e-02 1.903130112916639194e-01 2.281278695013564117e-01
1.634033500950435425e+01 4.981472482884100744e-02 1.309975754338917886e-01 1.541145291519883942e-01
1.838612356636541278e+01 3.586626236396171785e-02 9.195397637966530591e-02 1.076903695200352867e-01
2.053349359662873752e+01 2.669780952562451209e-02 6.601784475092818683e-02 7.768973663452116707e-02
2.274946398644939904e+01 2.046056888648465147e-02 4.854382822670166159e-02 5.779545090344605923e-02
2.500000000000000000e+01 1.609693622512002945e-02 3.657852428775830445e-02 4.428635112728806361e-02
